AREA,PERIMETER,QCST_TAG,FCODE,GEOMETRY,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
,397.308,ISLAND,GE14850000,,1612,11344.7681,397.3078,,
,869.738,ISLAND,GE14850000,,1079,37820.1667,869.7381,,
,3441.399,ISLAND,GE14850000,,1093,682588.1568,3441.3993,,
,815.7,ISLAND,GE14850000,,1611,34417.7257,815.699,,
,398.419,ISLAND,GE14850000,,1197,10717.1425,398.4196,,
,1453.822,ISLAND,GE14850000,,1200,91038.7713,1453.8223,,
,579.658,ISLAND,GE14850000,,1572,20762.7653,579.6585,,
,2184.849,ISLAND,GE14850000,,1217,229492.2571,2184.848,,
,597.438,ISLAND,GE14850000,,1311,26185.6878,597.4377,,
,483.28,ISLAND,GE14850000,,1051,17083.054,483.2797,,
,2129.176,ISLAND,GE14850000,,1210,171226.0284,2129.1767,,
,2368.521,ISLAND,GE14850000,,1106,223599.5805,2368.5227,,
,473.055,ISLAND,GE14850000,,1101,15090.2744,473.0556,,
,808.491,ISLAND,GE14850000,,1304,41608.0636,808.4913,,
,453.544,ISLAND,GE14850000,,1238,15473.1587,453.5442,,
,556.925,ISLAND,GE14850000,,1194,17877.4683,556.925,,
,752.265,ISLAND,GE14850000,,1583,39526.9047,752.2651,,
,699.008,ISLAND,GE14850000,,1314,21219.445,699.0087,,
,385.102,ISLAND,GE14850000,,1302,10825.761,385.1016,,
,544.513,ISLAND,GE14850000,,1244,21409.6485,544.5123,,
,1008.794,ISLAND,GE14850000,,1316,61609.4621,1008.7934,,
,483.634,ISLAND,GE14850000,,1250,15596.6504,483.6339,,
,657.591,ISLAND,GE14850000,,1116,22623.6652,657.5914,,
,232.602,ISLAND,GE14850000,,1242,3480.5128,232.6013,,
,6060.258,ISLAND,GE14850000,,1109,1281592.45,6060.2589,,
,2583.096,ISLAND,GE14850000,,1095,290558.5883,2583.0964,,
,756.298,ISLAND,GE14850000,,1142,38167.8799,756.2988,,
,366.763,ISLAND,GE14850000,,282,9259.4587,366.7628,,
,665.293,ISLAND,GE14850000,,1249,28208.0937,665.2937,,
,405.304,ISLAND,GE14850000,,1281,12286.1946,405.3043,,
,3383.969,ISLAND,GE14850000,,1769,347025.7266,3383.9689,,
,303.658,ISLAND,GE14850000,,1765,6571.0153,303.6572,,
,409.139,ISLAND,GE14850000,,1764,10493.8947,409.1379,,
,365.024,ISLAND,GE14850000,,1284,9289.8933,365.0241,,
,871.149,ISLAND,GE14850000,,387,50169.428,871.1495,,
,882.505,ISLAND,GE14850000,,1285,51078.4951,882.5049,,
,423.203,ISLAND,GE14850000,,1305,12926.9171,423.2032,,
,518.053,ISLAND,GE14850000,,1319,17600.5918,518.0532,,
,835.616,ISLAND,GE14850000,,1324,33473.7569,835.6163,,
,514.194,ISLAND,GE14850000,,239,19385.1634,514.1936,,
,318.27,ISLAND,GE14850000,,248,6895.0925,318.2708,,
,572.758,ISLAND,GE14850000,,1575,19082.3662,572.7576,,
,461.589,ISLAND,GE14850000,,1107,14896.1509,461.5885,,
,546.691,ISLAND,GE14850000,,1123,20136.1813,546.6911,,
,1523.201,ISLAND,GE14850000,,1622,136131.0082,1523.2014,,
,4279.698,ISLAND,GE14850000,,1619,864417.3612,4279.6982,,
,577.093,ISLAND,GE14850000,,1084,22586.739,577.0929,,
,4116.514,ISLAND,GE14850000,,1068,699332.8834,4116.5146,,
,3131.314,ISLAND,GE14850000,,1240,350131.7122,3131.3135,,
,630.977,ISLAND,GE14850000,,1053,21638.8049,630.9775,,
,1217.96,ISLAND,GE14850000,,5172,92614.2386,1217.9592,,
